Header
;johnnycash;willienelson;dollyparton;hankwilliams;faithhill;dixiechicks;garthbrooks;kennyrogers;timmcgraw;hanksnow;brooksanddunn;leehazlewood;kennychesney;jimreeves;rogermiller;kriskristofferson;bobdylan;jonimitchell;leonardcohen;joanbaez;townesvanzandt;peteseeger;suzannevega;tracychapman;timbuckley;steeleyespan;woodyguthrie;donovan;catstevens;johndenver;donmclean;crosbystillsnash;milesdavis;davebrubeck;billieholiday;dukeellington;djangoreinhardt;glennmiller;ellafitzgerald;louisarmstrong;natkingcole;herbiehancock;ninasimone;johncoltrane;charlieparker;countbasie;theloniousmonk;cannonballadderley;johnleehooker;muddywaters;tajmahal;johnmayall;bigbillbroonzy;bbking;howlinwolf;williedixon;blindlemonjefferson;blindwilliemctell;mississippijohnhurt;tbonewalker;ettajames;lightninhopkins;otisrush;albertking;jamesbrown;marvingaye;otisredding;solomonburke;samcooke;arethafranklin;algreen;thetemptations;thedrifters;fatsdomino;thesupremes;isaachayes;aliciakeys;erykahbadu;indiaarie;jillscott;ironmaiden;megadeth;slayer;sepultura;blacksabbath;anthrax;alicecooper;deeppurple;defleppard;acdc;judaspriest;kiss;metallica;pantera;queensryche;skidrow;nirvana;beck;smashingpumpkins;radiohead;belleandsebastian;aliceinchains;echoandthebunnymen;sonicyouth;weezer;pearljam;foofighters;hole;bush;thesmiths;depechemode;janesaddiction;pattismith;sexpistols;sidvicious;ramones;badreligion;theclash;nofx;deadkennedys;buzzcocks;greenday;blink182;sum41;themisfits;rancid;screechingweasel;pennywise;eminem;drdre;publicenemy;missyelliot;cypresshill;50cent;rundmc;grandmasterflash;2pac;snoopdogg;jayz;bustarhymes;llcoolj;dmx;icecube;mystikal;aphextwin;daftpunk;kraftwerk;chemicalbrothers;fatboyslim;basementjaxx;carlcox;moloko;pauloakenfold;prodigy;armandvanhelden;moby;massiveattack;mouseonmars;jimitenor;underworld;bobmarley;jimmycliff;petertosh;ziggymarley;seanpaul;alphablondy;shaggy;maxipriest;shabbaranks;ub40;innercircle;desmonddekker;capleton;bountykiller;eddygrant;blackuhuru;therollingstones;theanimals;thefaces;thekinks;thewho;elvispresley;chuckberry;littlerichard;jerryleelewis;buddyholly;bodiddley;billhaley;chubbychecker;theyardbirds;carlperkins;genevincent;madonna;britneyspears;nsync;justintimberlake;abba;michaeljackson;janetjackson;prince;spicegirls;christinaaguilera;robbiewilliams;nellyfurtado;avrillavigne;jenniferlopez;otown;shakira;wolfgangamadeusmozart;ludwigvanbeethoven;johannsebastianbach;josephhaydn;johannesbrahms;fredericchopin;antonindvorak;gustavmahler;franzschubert;antoniovivaldi;richardwagner;herbertvonkarajan;yehudimenuhin;georgfriedrichhaendel;tchaikovsky;giuseppeverdi;
muddywaters;0,059394;0,019863;0,004018;0,027263;0,00163;0,001149;0,002388;0,004756;0,001826;0,00121;0;0,086885;0,001103;0,004433;0,005661;0,005792;0,132958;0,015971;0,204469;0,063084;0,049456;0,012559;0,006974;0,052126;0,044297;0,000473;0,09521;0,013672;0,010346;0,008174;0,014188;0,005393;0,139205;0,069086;0,381517;0,150547;0,0746;0,035182;0,252973;0,292284;0,242438;0,056901;0,335422;0,068762;0,1406;0,126963;0,06708;0,126237;0,957132;1;0,884701;0,793654;0,938511;0,923238;0,992121;0,961304;0,904145;0,908958;0,87809;0,930024;0,573014;0,946652;0,955419;0,932915;0,145634;0,032921;0,245858;0,408552;0,078647;0,25313;0,085085;0,031604;0,021921;0,5486;0,021462;0,038091;0,027076;0,023393;0,028441;0,022516;0,00056;0,000688;0,000775;0;0,003066;0,000753;0,005371;0,013486;0,003581;0,012168;0,001164;0,004693;0,00132;0,000593;0;0,001405;0,000848;0,010656;0,001911;0,000117;0,000139;0,000562;0;0,001454;0,001274;0,000949;0,000945;0,000888;0,000053;0,000381;0,000114;0,00116;0,005191;0,000629;0,000075;0,002326;0,000618;0,001577;0,00066;0,000547;0,000079;0,001163;0,000614;0;0,000721;0,00045;0,000959;0,000425;0,001236;0,000527;0,000803;0;0,000823;0,000985;0,00369;0,000606;0,000684;0,000722;0,000749;0,000528;0,000813;0,000198;0,000498;0,001519;0;0;0;0;0;0,00025;0;0;0;0,000851;0,000213;0,000862;0;0;0,013429;0;0,00063;0,00087;0,000256;0;0,000422;0;0,000914;0,000082;0,000264;0,000339;0;0,000802;0;0;0,001015;0;0,149758;0,115775;0,008354;0,00639;0,00709;0,047502;0,321367;0,03221;0,039102;0,012704;0,765135;0,003108;0,008326;0,283289;0,045018;0,003534;0,001483;0,002243;0;0,004405;0,000863;0,005462;0,006241;0,015355;0;0,014101;0,002558;0,00203;0,000251;0,001538;0,00246;0,00149;0;0;0;0;0;0;0;0;0;0;0;0;0,001416;0;0;0;
tajmahal;0,173015;0,101056;0,045208;0,081124;0,016842;0,030911;0,008858;0,008775;0,004404;0,004862;0;0,198867;0,010525;0,005469;0,066133;0,086687;0,314349;0,181377;0,365735;0,23251;0,19716;0,189812;0,103215;0,202122;0,202692;0,14558;0,27878;0,180827;0,211174;0,145177;0,155741;0,108362;0,106007;0,03505;0,352856;0,117948;0,025948;0,007462;0,223719;0,260477;0,21125;0,024951;0,322629;0,034628;0,10795;0,095571;0,03374;0,092975;0,894682;0,884701;1;0,885364;0,897135;0,920216;0,897561;0,877054;0,850923;0,858728;0,868394;0,877448;0,570953;0,894918;0,874395;0,907093;0,168009;0,057939;0,275172;0,439416;0,105494;0,268101;0,110752;0,05699;0,041111;0,549395;0,045637;0,061954;0,054168;0,038991;0,074594;0,036042;0,01536;0,006758;0,002942;0,002073;0,031213;0,005125;0,053563;0,063132;0,059405;0,06895;0,009019;0,05227;0,026121;0,006622;0,026485;0,033041;0,052533;0,087664;0,055754;0,054478;0,026008;0,041237;0,002276;0,03617;0,080765;0,06041;0,09577;0,046413;0,070454;0,03249;0,018541;0,074438;0,081799;0,021474;0,009234;0,031258;0,021236;0,037584;0,015843;0,010044;0,020403;0,061945;0,030424;0,043011;0,002415;0,013119;0,006446;0,017862;0,004163;0,001413;0,002084;0;0,007163;0,003034;0,002472;0,002707;0,002;0,002359;0,002119;0,000861;0,004356;0,001129;0,001389;0,003369;0,000743;0,002877;0,001748;0;0,005709;0,002515;0;0,000847;0,000828;0,002422;0,000214;0,009237;0,001949;0,001328;0,000371;0,002884;0,010937;0,002448;0,000859;0,005927;0,004483;0,00017;0,006045;0,003203;0,000596;0,007743;0,002752;0,003426;0;0;0,005728;0,001054;0,23308;0,197888;0,100724;0,072349;0,074165;0,091198;0,352363;0,061717;0,053566;0,047167;0,793335;0,029448;0,025371;0,402659;0,053835;0,011858;0,01013;0,006679;0;0,012916;0,010284;0,028264;0,023397;0,061457;0,005083;0,028408;0,040012;0,052962;0,061992;0,00663;0,016826;0,041394;0;0;0;0;0;0;0;0;0;0;0;0;0,001084;0;0;0;
johnmayall;0,102655;0,022654;0,004169;0,023741;0,009928;0,000807;0,002383;0,014776;0,001879;0,00085;0;0,093152;0,007727;0,006539;0,015698;0,007904;0,227432;0,040079;0,219693;0,112554;0,044828;0,01817;0,012749;0,048947;0,070593;0,036681;0,08632;0,102813;0,101863;0,048827;0,152506;0,004824;0,117226;0,054211;0,333681;0,126796;0,045393;0,02442;0,217756;0,252627;0,209871;0,043137;0,287325;0,053423;0,117754;0,106086;0,052311;0,104979;0,809568;0,793654;0,885364;1;0,77384;0,82426;0,804178;0,782156;0,738752;0,739706;0,711381;0,785775;0,504765;0,788234;0,830759;0,81957;0,12879;0,023163;0,222971;0,355604;0,064333;0,215847;0,065303;0,034561;0,037428;0,499085;0,031035;0,023081;0,012534;0,006955;0,004438;0,006373;0,027638;0,003829;0,001464;0,001278;0,092273;0,002843;0,123682;0,178512;0,12;0,138893;0,035616;0,114372;0,02526;0,003715;0,016463;0,036712;0,034357;0,035999;0,032829;0,052626;0,012417;0,026298;0,002027;0,021933;0,051505;0,040602;0,060054;0,028977;0,05761;0,047845;0,022572;0,047102;0,063187;0,057572;0,041245;0,052022;0,012769;0,090841;0,009448;0,007825;0,046017;0,038764;0,018352;0,026513;0,00172;0,007854;0,003628;0,010835;0,001886;0,000472;0,001077;0;0,003864;0,001116;0;0,002049;0,000501;0,000969;0,000548;0;0,001091;0,000532;0,000495;0,001528;0,002748;0,001687;0,001828;0;0,01092;0,010915;0,002465;0,007753;0,003914;0,003044;0;0,005205;0,005976;0,00071;0,009037;0,012024;0,014003;0,000778;0,000306;0,001418;0,001133;0,000076;0,001499;0,006143;0,000118;0,029093;0,001739;0,00329;0;0;0,009012;0,000649;0,379336;0,383155;0,343784;0,229989;0,237464;0,171914;0,391463;0,07101;0,094238;0,068988;0,706172;0,04707;0,053811;0,589251;0,059838;0,022254;0,005704;0,002651;0;0,002197;0,018203;0,012984;0,004549;0,040704;0,035667;0,01085;0,065565;0,004476;0,037815;0,000516;0,009372;0,019333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
bigbillbroonzy;0,105245;0,058777;0,023951;0,051346;0,001527;0,019613;0,000181;0,00034;0,00018;0,00034;0;0,135557;0,000181;0,000306;0,038343;0,040248;0,2085;0,097506;0,268193;0,153915;0,121387;0,115996;0,049457;0,107219;0,107325;0,093035;0,197054;0,094269;0,099598;0,074252;0,064861;0,074271;0,1026;0,033981;0,343926;0,114671;0,043511;0,006858;0,215817;0,25156;0,204275;0,023877;0,294998;0,033738;0,105455;0,093422;0,032954;0,090871;0,97344;0,938511;0,897135;0,77384;1;0,901019;0,939296;0,861746;0,969811;0,981233;0,971936;0,939961;0,53726;0,979064;0,838368;0,908119;0,131863;0,017057;0,225493;0,388973;0,059763;0,22328;0,066752;0,014504;0,008679;0,533753;0,006958;0,022907;0,012329;0,000333;0,021879;0,000375;0;0,000301;0,000339;0;0;0,000329;0,000387;0,007279;0;0,007661;0;0,00033;0,000339;0,000259;0;0,000277;0,000228;0,024172;0,000627;0;0,009285;0,000158;0;0,000906;0,000418;0,000287;0,000286;0,000336;0;0;0;0,00038;0,00108;0;0;0,000286;0,00027;0;0,000216;0,00023;0;0,000401;0,000242;0;0,000236;0,000148;0,00029;0,000139;0,000429;0,000173;0,000263;0;0,000337;0,000323;0,00121;0,000199;0,000245;0,000296;0,000201;0,000195;0,000133;0,000065;0,000163;0,000622;0;0;0;0;0;0;0;0;0;0,000279;0,00007;0,000353;0;0;0;0;0;0;0;0,002425;0;0;0;0;0;0;0;0;0;0;0;0;0,140222;0,104022;0;0,000815;0;0,037311;0,309539;0,025862;0,032081;0,005663;0,745203;0,000139;0,001356;0,269372;0,041989;0,000209;0,000511;0,000788;0;0,000426;0;0,000442;0,000512;0,007337;0;0,007619;0;0,026963;0;0,000504;0,002186;0,002095;0;0;0;0;0;0;0;0;0;0;0;0;0,000597;0;0;0;
bbking;0,054902;0,016616;0;0,025329;0;0;0;0;0;0;0;0,079567;0;0,001633;0;0;0,129063;0,022607;0,207575;0,058349;0,045896;0,008139;0,001273;0,04165;0,05049;0;0,095118;0,006554;0;0;0;0;0,291733;0,215962;0,526374;0,296555;0,174921;0,143633;0,394541;0,440943;0,378912;0,194058;0,459207;0,214951;0,285017;0,265416;0,210477;0,272795;0,945642;0,923238;0,920216;0,82426;0,901019;1;0,936095;0,938488;0,862818;0,864191;0,830107;0,919953;0,673921;0,915871;0,868419;0,929314;0,14429;0,019245;0,240808;0,414195;0,062053;0,297452;0,078865;0,018631;0,005682;0,595244;0,007681;0,027162;0,016136;0,048265;0;0,048077;0;0;0;0;0;0;0;0,006265;0;0,007299;0;0;0;0;0;0;0;0,007897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001329;0;0;0;0;0;0,001314;0;0;0;0;0;0;0;0;0,069841;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14872;0,112257;0;0;0;0,038873;0,321554;0,026731;0,033786;0,00521;0,786948;0;0,002315;0,285776;0,044586;0;0;0;0;0;0;0;0,001213;0,009211;0;0,012272;0,001534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
howlinwolf;0,057951;0,01724;0,001391;0,025133;0,002054;0,000752;0,001309;0,002905;0,001766;0,000264;0;0,079501;0,001403;0,002137;0,001976;0,001587;0,132844;0,00956;0,203477;0,059691;0,044892;0,008839;0,001976;0,044593;0,038072;0,0011;0,092847;0,010168;0,005705;0,003758;0,010761;0;0,124026;0,052701;0,371744;0,13566;0,038317;0,020825;0,240063;0,278252;0,228111;0,041316;0,323496;0,052455;0,126125;0,112918;0,051193;0,111268;0,953593;0,992121;0,897561;0,804178;0,939296;0,936095;1;0,964792;0,908006;0,913137;0,879377;0,948591;0,584416;0,944388;0,941237;0,944559;0,157932;0,039966;0,262854;0,430475;0,089671;0,25844;0,094925;0,029809;0,036364;0,588081;0,019613;0,042652;0,021544;0,013558;0,011446;0,01295;0,001711;0,000934;0,000701;0,000162;0,005271;0,000851;0,008801;0,01628;0,007756;0,015784;0,001777;0,008053;0,00298;0,000872;0,002025;0,003505;0,004553;0,010784;0,005448;0,004333;0,000848;0,003516;0;0,003453;0,007102;0,005274;0,008062;0,004104;0,005396;0,002473;0,001276;0,006468;0,006657;0,00216;0,000614;0,004218;0,002026;0,004304;0,001643;0,001113;0,001609;0,005566;0,002751;0,003352;0,000489;0,001299;0,000751;0,001658;0,001036;0,000417;0,000613;0;0,001047;0,000802;0,002504;0,000411;0,000507;0,000613;0,000554;0,000336;0,000483;0,000202;0,000394;0,000902;0,000058;0,000213;0,000077;0;0,000428;0,000318;0;0,000061;0,000065;0,000722;0,000145;0,001243;0,000146;0,00009;0,006898;0,000214;0,001099;0,000443;0,000087;0,000179;0,00043;0;0,000775;0;0,000201;0,00069;0,00018;0,000408;0;0;0,000874;0,000082;0,157667;0,120677;0,008504;0,01042;0,011887;0,047601;0,322606;0,035834;0,037402;0,01071;0,802518;0,003882;0,00421;0,291528;0,045107;0,00187;0,001358;0,001794;0;0,003455;0,000502;0,004037;0,004471;0,014738;0,000154;0,011454;0,004761;0,000517;0,004753;0,001565;0,002505;0,002276;0;0;0;0;0;0;0;0;0;0;0;0;0,000961;0;0;0;
williedixon;0,089632;0,048495;0,02382;0,049603;0,002316;0,002285;0,013065;0,005334;0,001453;0,010574;0;0,134842;0,002651;0,004255;0,021479;0,048752;0,174339;0,077061;0,275182;0,10457;0,107585;0,051748;0,057132;0,094885;0,120808;0;0,1346;0,060427;0,060161;0,043478;0,051476;0;0,233338;0,162267;0,462138;0,241922;0,130494;0,104219;0,335156;0,377692;0,322234;0,144073;0,405651;0,161422;0,229406;0,212445;0,157979;0,216974;0,900195;0,961304;0,877054;0,782156;0,861746;0,938488;0,964792;1;0,825046;0,827997;0,794632;0,884806;0,623237;0,876384;0,939616;0,901756;0,144671;0,027583;0,24209;0,403471;0,07342;0,275453;0,082612;0,021322;0,023045;0,585191;0,013405;0,032817;0,035698;0,038472;0,000987;0,038092;0;0,000228;0,000257;0;0;0,00025;0,000391;0,006174;0;0,007609;0;0,000467;0,000285;0,000197;0;0,00021;0,00023;0,041342;0,000634;0,000058;0,001657;0,00016;0;0,000337;0,000422;0,00029;0,000289;0,000272;0;0,000663;0,000057;0,000385;0,039677;0;0;0,000289;0,000205;0;0,000219;0,000155;0;0,000405;0,000244;0;0,000239;0,000149;0,000147;0,000141;0,001302;0,000175;0,000266;0;0,000273;0,000326;0,001224;0,000201;0,000186;0,00024;0,000203;0,000131;0,000135;0,000066;0,000165;0,001133;0;0;0;0;0;0,000934;0;0;0;0,000282;0,000071;0,000286;0;0;0,049758;0;0,003222;0,000087;0,00102;0;0,00018;0;0,000303;0;0,000131;0,000084;0;0,001264;0;0;0,001709;0;0,144819;0,111562;0;0,005357;0,002697;0,049149;0,327892;0,05028;0,051758;0,029423;0,778986;0,025224;0,024408;0,276094;0,057248;0,014764;0,002213;0,001673;0;0,002227;0,000736;0,001563;0,003737;0,012906;0;0,013592;0,006252;0,020774;0,002997;0,000637;0,001816;0,017793;0;0;0;0;0;0;0;0;0;0;0;0;0,00047;0;0;0;
blindlemonjefferson;0,099516;0,057627;0,023011;0,048714;0,001462;0,019631;0,000952;0,00391;0,001376;0,000651;0;0,131879;0,000433;0,003223;0,04106;0,039101;0,197691;0,084919;0,255342;0,144706;0,115468;0,109982;0,045475;0,090215;0,101701;0,089281;0,185285;0,088979;0,082438;0,062472;0,061639;0,076202;0,09825;0,03246;0,329988;0,110044;0,025756;0,008101;0,207331;0,242601;0,19858;0,022865;0,282818;0,032308;0,100984;0,089535;0,031557;0,087018;0,941845;0,904145;0,850923;0,738752;0,969811;0,862818;0,908006;0,825046;1;0,990269;0,960002;0,919764;0,513252;0,959004;0,793258;0,859235;0,12503;0,015398;0,215019;0,370342;0,057229;0,212824;0,062384;0,015304;0,010911;0,51016;0,008041;0,020988;0,011472;0,000127;0,004673;0,00012;0;0,000216;0,000243;0;0;0,000236;0,00037;0,006184;0;0,006878;0;0,000253;0,00027;0,000186;0;0,000199;0,000218;0,022911;0,0006;0,000055;0,008238;0,000151;0;0,000502;0,0004;0,000275;0,000274;0,000258;0;0,00009;0,000054;0,000364;0,000988;0;0;0,000274;0,000194;0;0,000207;0,000147;0;0,000384;0,000231;0;0,000226;0,000141;0,000139;0,000133;0,000411;0,000166;0,000252;0;0,000258;0,000309;0,001159;0,00019;0,000176;0,000227;0,000192;0,000124;0,000128;0,000062;0,000156;0,000179;0;0;0;0;0;0;0;0;0;0,000267;0,000067;0,000271;0;0;0,000116;0;0;0;0;0,002322;0,00017;0;0,000287;0,000077;0,000124;0,00008;0;0,000189;0;0;0,000809;0;0,133896;0,101353;0;0,001171;0,000131;0,038818;0,292967;0,027584;0,033702;0,009537;0,708825;0,001397;0,004675;0,25731;0,041409;0,002397;0,000419;0,000679;0;0,002109;0,000581;0,000634;0,000327;0,006672;0;0,007296;0,001583;0,02582;0;0,000362;0,001869;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000445;0;0;0;
blindwilliemctell;0,11349;0,073847;0,028885;0,062526;0,002197;0,022217;0,002946;0,002448;0,001551;0,002283;0;0,147221;0,00078;0,002201;0,045779;0,057449;0,214651;0,102494;0,272304;0,162569;0,143289;0,136709;0,056991;0,104864;0,118402;0,10198;0,215572;0,104671;0,100931;0,07669;0,075019;0,081411;0,098488;0,032673;0,330083;0,110219;0,023439;0,007008;0,207144;0,241899;0,196795;0,023053;0,283464;0,03252;0,101378;0,089752;0,031686;0,087315;0,946905;0,908958;0,858728;0,739706;0,981233;0,864191;0,913137;0,827997;0,990269;1;0,972571;0,916223;0,513658;0,955838;0,793819;0,861434;0,124901;0,015062;0,214142;0,370932;0,055461;0,212597;0,062175;0,013332;0,006179;0,50818;0,006098;0,021021;0,013387;0,00051;0,005695;0,00048;0;0,000433;0,000488;0;0;0,000473;0,00068;0,006081;0;0,006823;0;0,000506;0,000542;0,000373;0;0,000398;0,000437;0,028388;0,001202;0,000055;0,009691;0,000303;0;0,000731;0,000744;0,000482;0,000548;0,000516;0;0,000135;0,000054;0,000678;0,004522;0;0;0,000549;0,000388;0;0,000415;0,000295;0;0,000713;0,000406;0;0,000454;0,000283;0,000278;0,000267;0,000823;0,000332;0,000505;0;0,000517;0,000557;0,002321;0,000381;0,000352;0,000454;0,000385;0,000249;0,000256;0,000125;0,000313;0,000418;0;0;0;0;0;0;0;0;0;0,000535;0,000134;0,000542;0;0;0,000116;0;0,000255;0;0,000081;0,002658;0,000171;0;0,000287;0;0,000124;0,00008;0;0,000126;0;0;0,000811;0;0,133918;0,099708;0;0,000949;0;0,036434;0,291648;0,024685;0,031479;0,006462;0,709953;0,000333;0,002081;0,257311;0,040873;0,000467;0,000979;0,001436;0;0,002521;0,000058;0,001059;0,000818;0,007155;0;0,007928;0,001862;0,031197;0,000237;0,000725;0,002846;0,001808;0;0;0;0;0;0;0;0;0;0;0;0;0,000891;0;0;0;
mississippijohnhurt;0,163792;0,114398;0,053234;0,089143;0,003587;0,041938;0,002247;0,002508;0,000497;0,00235;0;0,206671;0,000666;0,002749;0,081791;0,094484;0,295935;0,20677;0,339357;0,258731;0,22129;0,240221;0,10619;0,194265;0,190185;0,189915;0,321691;0,192655;0,222924;0,16872;0,139935;0,156401;0,094682;0,031618;0,317822;0,106399;0,029173;0,008267;0,199754;0,233926;0,191051;0,022289;0,273857;0,031392;0,097603;0,086427;0,030512;0,084023;0,916402;0,87809;0,868394;0,711381;0,971936;0,830107;0,879377;0,794632;0,960002;0,972571;1;0,880481;0,494138;0,935139;0,765652;0,828817;0,120478;0,015022;0,20716;0,357366;0,055655;0,205163;0,060536;0,015033;0,010841;0,491063;0,008068;0,020583;0,013234;0,000613;0,040014;0,000634;0;0,000693;0,000781;0;0;0,000758;0,00095;0,006166;0;0,006743;0;0,00079;0,000832;0,000597;0;0,000637;0,000629;0,045562;0,001732;0;0,019939;0,000437;0;0,001142;0,001045;0,000661;0,00079;0,000805;0;0,000043;0;0,000951;0,005384;0;0;0,000791;0,000622;0;0,000598;0,000495;0;0,001002;0,000557;0;0,000654;0,000408;0,000535;0,000385;0,00112;0,000478;0,000728;0;0,000808;0,000773;0,003344;0,00055;0,000564;0,000709;0,000555;0,000418;0,000368;0,00018;0,000451;0,001663;0;0;0;0;0;0;0;0;0;0,000771;0,000193;0,000846;0;0;0;0;0,000245;0;0,000077;0,004948;0;0;0;0,000074;0;0;0;0,000182;0;0;0,000142;0;0,128942;0,097451;0;0,002091;0,000126;0,039024;0,284072;0,026712;0,033203;0,010749;0,683035;0,001536;0,005497;0,247779;0,04048;0,002626;0,001411;0,002105;0;0,001178;0,000615;0,001153;0,001152;0,0071;0;0,008012;0,000265;0,056582;0,000228;0,001103;0,005539;0,008298;0;0;0;0;0;0;0;0;0;0;0;0;0,001406;0;0;0;
tbonewalker;0,056801;0,017112;0,001121;0,025003;0,001547;0,000654;0,000275;0,001723;0,000273;0,000172;0;0,076726;0,000916;0,00124;0,001773;0,000814;0,130831;0,011504;0,199436;0,060921;0,044379;0,008343;0,001692;0,04667;0,039726;0,001683;0,090884;0,013312;0,006996;0,003547;0,012086;0;0,138623;0,068584;0,379402;0,149266;0,055393;0,03642;0,251137;0,28911;0,238592;0,056379;0,335405;0,068177;0,139772;0,126197;0,066675;0,125454;0,956876;0,930024;0,877448;0,785775;0,939961;0,919953;0,948591;0,884806;0,919764;0,916223;0,880481;1;0,60182;0,969189;0,84549;0,948133;0,177072;0,062715;0,28973;0,451717;0,117551;0,281582;0,121803;0,044482;0,06871;0,61585;0,034751;0,061659;0,029336;0,026072;0,020431;0,024971;0,001675;0,000685;0,000429;0,000158;0,005567;0,000583;0,008615;0,016947;0,007657;0,015658;0,001822;0,008083;0,002631;0,000657;0,001982;0,003221;0,004227;0,010181;0,004698;0,004183;0,00083;0,003281;0;0,003138;0,006529;0,004872;0,007602;0,003745;0,005282;0,002325;0,001192;0,005946;0,006864;0,003445;0,003228;0,005143;0,001778;0,004642;0,001389;0,001012;0,002047;0,005042;0,002448;0,003281;0,00024;0,001122;0,000588;0,001482;0,000579;0,000292;0,000333;0;0,000751;0,000523;0,001226;0,000201;0,000682;0,00036;0,000475;0,000263;0,00054;0,000132;0,00022;0,001135;0,000057;0,000209;0,000377;0;0,000419;0,000436;0;0,00006;0,000063;0,000424;0,000071;0,00093;0,000143;0,000088;0,013258;0,000209;0,001345;0,00104;0,000255;0,000175;0,00036;0,000084;0,000759;0;0,000131;0,000675;0,000352;0,000999;0;0;0,000078;0,000161;0,157224;0,122269;0,008325;0,014504;0,014683;0,047807;0,319615;0,042688;0,037733;0,014044;0,811588;0,00753;0,007801;0,28746;0,047186;0,005282;0,001034;0,002554;0;0,001799;0,003809;0,005591;0,007601;0,018361;0,000226;0,013541;0,003204;0,00065;0,004652;0,001851;0,001582;0,002917;0;0;0;0;0;0;0;0;0;0;0;0;0,00047;0;0;0;
ettajames;0,041554;0,013718;0,13573;0,019056;0,150449;0,142018;0,001317;0,013643;0,000626;0,000808;0;0,082773;0,002063;0,024148;0,017951;0,004306;0,091531;0,221483;0,135744;0,186543;0,031043;0,008701;0,251396;0,399112;0,087285;0,021019;0,059839;0,02651;0,013901;0,011263;0,021059;0,043715;0,552706;0,503101;0,807767;0,541796;0,435185;0,380049;0,767376;0,659691;0,604023;0,472029;0,906015;0,500372;0,528903;0,503585;0,489802;0,52822;0,616203;0,573014;0,570953;0,504765;0,53726;0,673921;0,584416;0,623237;0,513252;0,513658;0,494138;0,60182;1;0,545028;0,520494;0,623726;0,422154;0,436227;0,615337;0,691581;0,518103;0,845708;0,518939;0,390899;0,353734;0,559916;0,455995;0,41005;0,493738;0,615516;0,467858;0,579692;0,002446;0,001287;0,000806;0,000297;0,00616;0,001095;0,010332;0,015107;0,009907;0,014611;0,001866;0,009741;0,004366;0,001233;0,003722;0,005083;0,007742;0,016299;0,00882;0,007853;0,005193;0,00606;0;0,009336;0,012333;0,008873;0,014225;0,142622;0,009882;0,004544;0,002522;0,011162;0,190774;0,004018;0,002678;0,00621;0,003338;0,006301;0,002607;0,001705;0,003203;0,009684;0,004634;0,006242;0,00045;0,002106;0,00115;0,002782;0,001587;0,00084;0,000626;0,002201;0,001411;0,005771;0,002301;0,000756;0,004034;0,001577;0,006025;0,004235;0,018798;0,001113;0,000483;0,020123;0,000106;0,000566;0,000377;0,000144;0,000962;0,007101;0;0,128948;0,002649;0,000796;0,000266;0,002463;0,003091;0,00022;0,187326;0,000437;0,001907;0,020673;0,004104;0,000384;0,018272;0,000053;0,026263;0,012693;0,003085;0,001954;0,000661;0,014927;0;0;0,001997;0,000201;0,112227;0,114667;0,005209;0,028705;0,021974;0,069498;0,223255;0,097843;0,050236;0,049047;0,635625;0,01951;0,057965;0,197864;0,042151;0,02437;0,145441;0,134042;0,004403;0,062191;0,043101;0,103429;0,301193;0,17129;0,122237;0,313257;0,017269;0,19903;0,168266;0,171052;0,008859;0,15866;0,000925;0,000971;0,000347;0;0,000364;0;0;0,000209;0,000315;0,000811;0,000255;0,000205;0,001472;0,001531;0;0,000417;
