Header
;Johnny Cash;Willie Nelson;Dolly Parton;Hank Williams;Faith Hill;Dixie Chicks;Garth Brooks;Kenny Rogers;Tim McGraw;Hank Snow;Brooks and Dunn;Lee Hazlewood;Kenny Chesney;Jim Reeves;Roger Miller;Kris Kristofferson;Bob Dylan;Joni Mitchell;Leonard Cohen;Joan Baez;Townes van Zandt;Pete Seeger;Suzanne Vega;Tracy Chapman;Tim Buckley;Steeleye Span;Woody Guthrie;Donovan;Cat Stevens;John Denver;Don McLean;Crosby Stills & Nash;Miles Davis;Dave Brubeck;Billie Holiday;Duke Ellington;Django Reinhardt;Glenn Miller;Ella Fitzgerald;Louis Armstrong;Nat King Cole;Herbie Hancock;Nina Simone;John Coltrane;Charlie Parker;Count Basie;Thelonious Monk;Cannonball Adderley;John Lee Hooker;Muddy Waters;Taj Mahal;John Mayall;Big Bill Broonzy;BB King;Howlin' Wolf;Willie Dixon;Blind Lemon Jefferson;Blind Willie McTell;Mississippi John Hurt;T-Bone Walker;Etta James;Lightnin' Hopkins;Otis Rush;Albert King;James Brown;Marvin Gaye;Otis Redding;Solomon Burke;Sam Cooke;Aretha Franklin;Al Green;The Temptations;The Drifters;Fats Domino;The Supremes;Isaac Hayes;Alicia Keys;Erykah Badu;India Arie;Jill Scott;Iron Maiden;Megadeth;Slayer;Sepultura;Black Sabbath;Anthrax;Alice Cooper;Deep Purple;Def Leppard;AC/DC;Judas Priest;Kiss;Metallica;Pantera;Queensryche;Skid Row;Nirvana;Beck;Smashing Pumpkins;Radiohead;Belle and Sebastian;Alice in Chains;Echo and the Bunnymen;Sonic Youth;Weezer;Pearl Jam;Foo Fighters;Hole;Bush;The Smiths;Depeche Mode;Jane's Addiction;Patti Smith;Sex Pistols;Sid Vicious;Ramones;Bad Religion;The Clash;NoFX;Dead Kennedys;Buzzcocks;Green Day;Blink 182;Sum 41;The Misfits;Rancid;Screeching Weasel;Pennywise;Eminem;Dr. Dre;Public Enemy;Missy Elliot;Cypress Hill;50 Cent;Run DMC;Grandmaster Flash;2Pac;Snoop Dogg;Jay-Z;Busta Rhymes;LL Cool J;DMX;Ice Cube;Mystikal;Aphex Twin;Daft Punk;Kraftwerk;Chemical Brothers;Fatboy Slim;Basement Jaxx;Carl Cox;Moloko;Paul Oakenfold;Prodigy;Armand van Helden;Moby;Massive Attack;Mouse on Mars;Jimi Tenor;Underworld;Bob Marley;Jimmy Cliff;Peter Tosh;Ziggy Marley;Sean Paul;Alpha Blondy;Shaggy;Maxi Priest;Shabba Ranks;UB40;Inner Circle;Desmond Dekker;Capleton;Bounty Killer;Eddy Grant;Black Uhuru;The Rolling Stones;The Animals;The Faces;The Kinks;The Who;Elvis Presley;Chuck Berry;Little Richard;Jerry Lee Lewis;Buddy Holly;Bo Diddley;Bill Haley;Chubby Checker;The Yardbirds;Carl Perkins;Gene Vincent;Madonna;Britney Spears;N'Sync;Justin Timberlake;ABBA;Michael Jackson;Janet Jackson;Prince;Spice Girls;Christina Aguilera;Robbie Williams;Nelly Furtado;Avril Lavigne;Jennifer Lopez;O-Town;Shakira;Wolfgang Amadeus Mozart;Ludwig van Beethoven;Johann Sebastian Bach;Joseph Haydn;Johannes Brahms;Frederic Chopin;Antonin Dvorak;Gustav Mahler;Franz Schubert;Antonio Vivaldi;Richard Wagner;Herbert von Karajan;Yehudi Menuhin;Georg Friedrich Haendel;Tchaikovsky;Giuseppe Verdi;
Solomon Burke;,061605;,04019;,031939;,042575;,031126;,031287;,036342;,042444;,037852;,031404;,023705;,069286;,035949;,046052;,041067;,032313;,074955;,018141;,101278;,039959;,038834;,013008;,005605;,306335;,047128;,008425;,056569;,02235;,015748;,034424;,020718;,019355;,062881;,031071;,192837;,068137;,020794;,018356;,170642;,179271;,130161;,040816;,495333;,030772;,063189;,057492;,030057;,056559;,400884;,408552;,439416;,355604;,388973;,414195;,430475;,403471;,370342;,370932;,357366;,451717;,691581;,392096;,372669;,498161;,662208;,792333;,942694;1,0;,873918;,856038;,864102;,692573;,562283;,42645;,606209;,733976;,606289;,652081;,741847;,615169;,003519;,00144;,000696;,000427;,008436;,001125;,014104;,017884;,01414;,017531;,00261;,013114;,005819;,001419;,005355;,006936;,010795;,014117;,011548;,011509;,002927;,008432;,0;,007478;,017093;,012702;,019948;,009504;,01422;,006324;,003373;,016111;,014557;,004583;,001487;,00724;,004433;,008552;,003356;,002102;,004112;,013152;,006503;,008864;,000216;,002828;,001323;,00375;,001174;,000999;,00042;,009503;,001538;,009777;,001104;,001813;,006697;,002107;,010441;,007574;,034951;,00178;,000447;,031454;,000153;,00094;,000204;,0;,001511;,000954;,0;,000162;,000171;,000636;,000255;,002062;,000387;,000237;,00923;,000565;,00226;,039195;,007669;,000869;,034299;,0;,048384;,020245;,006392;,001444;,000476;,025499;,0;,0;,003083;,000217;,090429;,087949;,003748;,025537;,023512;,058616;,161667;,11389;,03186;,031793;,594751;,01071;,038885;,149103;,032963;,010146;,001597;,003449;,0;,114309;,002711;,191458;,273035;,310305;,001287;,230101;,019932;,029342;,012613;,062425;,005412;,006018;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,000424;,0;,000851;,0;
Sam Cooke;,025449;,014893;,018146;,0168;,01906;,009573;,007432;,055823;,005327;,003171;,0;,101189;,005361;,075516;,071679;,016839;,045174;,029663;,039491;,050077;,018717;,016705;,030302;,31934;,054307;,003496;,019964;,077013;,042071;,04156;,058115;,192829;,015526;,011856;,073844;,02705;,010547;,046838;,103512;,122986;,119665;,020192;,409378;,010918;,015793;,017025;,010376;,014592;,070468;,078647;,105494;,064333;,059763;,062053;,089671;,07342;,057229;,055461;,055655;,117551;,518103;,061076;,056476;,159044;,640581;,837473;,947198;,873918;1,0;,837366;,893981;,786561;,769715;,309894;,722546;,759859;,661248;,687983;,777987;,649807;,002109;,001295;,001135;,000149;,007757;,001259;,012942;,016284;,011213;,012039;,002737;,011608;,00378;,001178;,001872;,004364;,004862;,0151;,006235;,004828;,007183;,003628;,0;,003647;,009305;,005699;,008477;,004694;,005337;,005871;,004073;,00707;,017192;,002588;,000992;,005814;,00226;,005799;,001932;,001396;,001933;,00821;,003294;,003718;,000905;,001553;,001318;,0018;,005404;,001654;,00107;,003322;,001484;,013897;,00463;,001331;,008194;,003739;,013702;,009308;,042327;,002614;,000989;,033999;,000054;,000986;,000427;,0;,001188;,005652;,0;,002888;,000358;,001268;,001002;,007164;,000135;,000498;,004463;,000527;,002286;,041841;,008284;,000249;,043856;,00008;,064645;,038079;,006579;,009404;,001912;,033914;,0;,0;,015506;,000152;,056304;,136767;,007861;,076669;,04598;,149176;,100646;,208747;,110735;,149197;,329496;,05217;,178266;,088371;,051087;,082794;,037533;,044842;,03322;,165477;,049028;,23324;,327824;,331201;,036878;,280704;,049782;,070686;,02877;,10682;,044065;,032007;,0;,001383;,0;,0;,002826;,0;,0;,00284;,002458;,0;,002001;,0;,001777;,0;,000893;,001956;
Aretha Franklin;,021439;,007003;,13441;,009121;,151487;,141542;,001105;,017609;,000941;,000223;,0;,057614;,002763;,030333;,021954;,00236;,047002;,198991;,059288;,167491;,011738;,004263;,247231;,501482;,062851;,021474;,024715;,030787;,014603;,012517;,026005;,060232;,318433;,296924;,501334;,311937;,258521;,232856;,519781;,400486;,349684;,2907;,779417;,295094;,304079;,290726;,288737;,305063;,269885;,25313;,268101;,215847;,22328;,297452;,25844;,275453;,212824;,212597;,205163;,281582;,845708;,226135;,21697;,313609;,605337;,754874;,858314;,856038;,837366;1,0;,820597;,686675;,562582;,342939;,723836;,694528;,736721;,838439;,790252;,78681;,002544;,00151;,001036;,000273;,007141;,001365;,012211;,015073;,012812;,013441;,002285;,012327;,004537;,001302;,003846;,007003;,007355;,011202;,008649;,007364;,006261;,005728;,001946;,009325;,012093;,008401;,013421;,139912;,009153;,008756;,005823;,011203;,18613;,005401;,004854;,008181;,003302;,007635;,002584;,00208;,003802;,009745;,004486;,005885;,002272;,002063;,00133;,002678;,002561;,001158;,001322;,009099;,001531;,010151;,00317;,004052;,006733;,002535;,010465;,007592;,03399;,001761;,000808;,032456;,000098;,00096;,00117;,0;,001326;,007096;,0;,127357;,00267;,000975;,00061;,003826;,003024;,000303;,114155;,000481;,0017;,037979;,00749;,00053;,031496;,000073;,047245;,022546;,005667;,006331;,001139;,026426;,0;,0;,007984;,000139;,066709;,090905;,010767;,040212;,028844;,071715;,114017;,122014;,044378;,055513;,416951;,017173;,078777;,108114;,025724;,02532;,152875;,140443;,012133;,112929;,056155;,198368;,416733;,306387;,128718;,405944;,025991;,213056;,169947;,1982;,018548;,16016;,001275;,001337;,000478;,0;,000502;,0;,0;,000288;,000434;,001117;,000351;,000283;,002028;,002109;,0;,000574;
Al Green;,010558;,006814;,009024;,006247;,004576;,002611;,001719;,021287;,000684;,001051;,0;,038295;,001462;,022199;,015591;,008409;,01887;,022338;,026839;,01398;,008592;,005079;,009819;,304477;,040867;,013024;,011448;,011218;,033949;,028257;,0753;,045425;,059738;,051182;,095774;,058476;,044232;,047623;,124721;,124484;,092933;,157812;,427196;,050942;,057672;,057825;,049647;,054446;,076089;,085085;,110752;,065303;,066752;,078865;,094925;,082612;,062384;,062175;,060536;,121803;,518939;,066546;,063977;,163059;,849591;,921983;,891546;,864102;,893981;,820597;1,0;,824826;,589248;,220475;,649793;,933294;,653994;,731435;,773814;,683289;,00015;,000787;,000806;,0;,008544;,000861;,009808;,017816;,004144;,00833;,001867;,012048;,000967;,000555;,000466;,002697;,00065;,009035;,001789;,000109;,001299;,000451;,00212;,001088;,001363;,000615;,000884;,000831;,00005;,004814;,003625;,008584;,017567;,027506;,046536;,028098;,000642;,009793;,000618;,002339;,010058;,001415;,000575;,000123;,002475;,000421;,000552;,000398;,001769;,001425;,001315;,118951;,00077;,011549;,003454;,023141;,007393;,00479;,01261;,008764;,043495;,002352;,002433;,039976;,0;,004836;,006728;,0;,004859;,005622;,0;,00062;,000059;,000796;,002724;,001882;,0;,000082;,053962;,000066;,002105;,042513;,009839;,002967;,042549;,000079;,057098;,030682;,006174;,005945;,002233;,026097;,0;,0;,006286;,0;,024813;,038734;,08601;,007975;,016914;,049211;,043743;,114746;,026255;,04143;,311657;,009915;,047527;,027446;,012786;,017594;,010547;,012593;,006608;,136065;,081313;,277855;,31287;,517952;,00841;,253966;,014499;,040786;,004981;,085261;,012034;,007573;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,001326;,0;,0;,0;
The Temptations;,024257;,006687;,011379;,007425;,018519;,00751;,002515;,048444;,0025;,00027;,0;,075798;,005823;,062606;,0577;,005228;,048429;,021715;,021156;,043702;,001454;,006065;,016702;,256594;,043173;,009513;,00443;,073118;,04746;,037856;,08123;,164548;,025071;,021929;,059675;,030551;,020324;,049393;,089925;,105608;,103822;,114315;,336034;,020959;,023944;,027074;,020326;,021511;,026514;,031604;,05699;,034561;,014504;,018631;,029809;,021322;,015304;,013332;,015033;,044482;,390899;,016381;,018021;,073811;,702985;,961777;,808788;,692573;,786561;,686675;,824826;1,0;,683899;,179169;,873863;,772026;,55683;,609216;,649257;,568453;,007452;,002332;,00128;,000621;,027025;,001897;,040481;,051964;,036223;,040147;,009039;,037767;,010597;,002269;,007783;,013525;,016774;,022559;,017447;,019478;,013683;,012757;,0;,014178;,028812;,01924;,030241;,01497;,021191;,015799;,007175;,029956;,028666;,015677;,013085;,023204;,006711;,021698;,005164;,004094;,009212;,021343;,009611;,013501;,000564;,004227;,002539;,005652;,004948;,001512;,000995;,102198;,002521;,012274;,002887;,018027;,006764;,005323;,012245;,007946;,038426;,002639;,002467;,034358;,000534;,005627;,002013;,000181;,006367;,009057;,000048;,003484;,001042;,00122;,002777;,009947;,002754;,001103;,038459;,001314;,005349;,035334;,007289;,003238;,041088;,0;,057622;,035946;,005264;,010271;,002488;,028878;,0;,0;,010754;,000316;,089406;,154461;,042486;,10842;,087609;,152507;,091321;,175855;,103906;,135388;,207896;,049843;,162284;,103003;,041646;,070001;,031787;,03672;,027621;,144594;,058421;,265401;,285819;,460388;,031372;,23951;,046995;,058659;,037983;,096485;,038874;,029611;,001161;,001218;,000435;,0;,000457;,0;,0;,000262;,000396;,001017;,00032;,000257;,001847;,001921;,0;,000523;
The Drifters;,022896;,014729;,027666;,019708;,036639;,017866;,007464;,113148;,008894;,001608;,0;,186069;,008665;,151679;,152859;,008983;,059261;,022563;,0197;,127666;,001187;,013995;,033635;,18521;,058535;,006035;,006605;,207668;,052304;,055864;,076733;,388086;,001185;,004892;,058488;,022885;,004887;,079665;,080875;,133097;,182563;,00713;,252672;,000953;,001786;,007058;,00057;,0013;,028704;,021921;,041111;,037428;,008679;,005682;,036364;,023045;,010911;,006179;,010841;,06871;,353734;,011582;,009629;,096105;,436157;,616068;,756969;,562283;,769715;,562582;,589248;,683899;1,0;,425278;,735438;,485947;,393929;,396793;,451374;,374001;,001738;,001565;,001336;,000197;,00503;,001504;,00963;,014697;,008645;,008584;,001547;,009067;,003917;,001431;,004628;,00449;,005933;,009566;,007826;,006655;,013605;,004535;,0;,00481;,013136;,006972;,011088;,006147;,007103;,009484;,007385;,008775;,009631;,0039;,003505;,006494;,002852;,005513;,002412;,001696;,003284;,012233;,004496;,005393;,001044;,001909;,001921;,002285;,009381;,001236;,001411;,00219;,001786;,012379;,005342;,001421;,005364;,003847;,010174;,006791;,02425;,002256;,001373;,020178;,000071;,001733;,00122;,000287;,002002;,01149;,0;,006049;,000708;,001539;,001761;,013502;,000178;,000984;,001185;,000955;,001228;,027856;,004772;,000273;,02667;,0;,049991;,037531;,004174;,018705;,003837;,04169;,0;,0;,027664;,0001;,12442;,322515;,007774;,237099;,126088;,294889;,174501;,33595;,241883;,309072;,274811;,138547;,445186;,217968;,128533;,201638;,076076;,08427;,070086;,146242;,104163;,192531;,225598;,228469;,075752;,211402;,087357;,088483;,05572;,103254;,08494;,055678;,0;,003649;,0;,0;,007452;,0;,0;,00749;,006482;,0;,005277;,0;,002218;,0;,000588;,005158;
Fats Domino;,058964;,015517;,008472;,032233;,006364;,001214;,002548;,061001;,003266;,002718;,0;,126957;,00442;,072595;,072498;,005952;,10965;,028252;,136692;,055775;,027866;,009895;,005833;,040125;,052676;,007081;,059591;,053582;,035922;,036378;,061719;,199508;,20947;,173404;,370054;,231093;,138602;,160889;,295695;,360137;,360198;,156447;,338164;,163492;,203519;,20095;,169773;,196816;,574303;,5486;,549395;,499085;,533753;,595244;,588081;,585191;,51016;,50818;,491063;,61585;,559916;,541583;,513414;,643623;,233354;,168701;,382075;,42645;,309894;,342939;,220475;,179169;,425278;1,0;,163009;,135025;,069476;,082042;,02549;,079967;,007255;,002828;,001487;,000783;,019912;,002269;,03477;,040143;,030957;,049046;,006458;,037494;,011466;,002764;,030361;,016898;,020067;,022378;,021724;,020743;,004108;,0157;,0;,013863;,031348;,023307;,036779;,017739;,026048;,011277;,0059;,028514;,028101;,009303;,002834;,015598;,008293;,018294;,006331;,004093;,007649;,024101;,011779;,016244;,000593;,005182;,002546;,006988;,002107;,000975;,00099;,0;,003044;,002752;,003034;,000498;,001266;,001708;,002517;,001098;,007101;,00106;,000682;,006282;,000281;,001033;,000373;,0;,002076;,001968;,0;,000297;,000313;,001443;,000175;,003897;,000709;,000435;,055605;,001036;,00466;,00161;,000264;,000869;,009629;,0;,009533;,010434;,000447;,002611;,000872;,007463;,0;,0;,004575;,000398;,172742;,214647;,012878;,075705;,064288;,514455;,649614;,605469;,510842;,487139;,842509;,523761;,44342;,244599;,399002;,415847;,003291;,004049;,0;,02565;,024941;,014993;,037732;,039688;,001071;,028922;,018068;,007601;,023031;,021331;,006901;,011028;,005437;,00384;,001225;,0;,00252;,010039;,0;,000207;,007481;,000802;,000252;,000203;,001747;,001514;,0;,000412;
The Supremes;,01535;,009015;,131961;,006913;,169538;,141565;,004172;,049315;,002935;,000181;,0;,106202;,008734;,07679;,077252;,003321;,047812;,1581;,016975;,214797;,000687;,008397;,247;,421274;,050106;,019969;,003166;,150298;,038433;,029346;,04981;,211047;,007161;,009644;,15407;,015561;,007463;,037563;,190305;,086332;,090215;,013873;,407341;,006558;,007072;,008669;,006247;,006854;,019449;,021462;,045637;,031035;,006958;,007681;,019613;,013405;,008041;,006098;,008068;,034751;,455995;,008718;,009923;,055455;,449698;,807311;,766291;,606209;,722546;,723836;,649793;,873863;,735438;,163009;1,0;,544194;,606694;,616083;,647134;,573146;,002349;,001122;,000783;,000222;,007808;,000993;,012312;,018808;,012469;,011905;,002556;,011526;,003891;,001059;,002781;,004665;,00609;,009769;,007035;,007416;,020128;,004715;,0;,007585;,014246;,006986;,01183;,121113;,008112;,011516;,009235;,008726;,161343;,004833;,004001;,007417;,002638;,007462;,002101;,001528;,003921;,013495;,004378;,006352;,000504;,001678;,001907;,002178;,01072;,000737;,000655;,002467;,001246;,013578;,002579;,000895;,005955;,003703;,010557;,007282;,025044;,001756;,001198;,024543;,00008;,002294;,001533;,000162;,002549;,017448;,0;,117137;,003058;,000793;,002183;,016766;,00261;,001294;,003056;,001223;,001635;,033629;,006093;,000308;,02604;,0;,057006;,037764;,00461;,024563;,005063;,036542;,0;,0;,028053;,000113;,101452;,215373;,011677;,188603;,10366;,144467;,078885;,168868;,100946;,131094;,168898;,038006;,263789;,169095;,041305;,071812;,21751;,214427;,093753;,162871;,133066;,251025;,394301;,284872;,201327;,408882;,106066;,263753;,205039;,230031;,108884;,200882;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,00099;,0;,0;,0;
Isaac Hayes;,010278;,006975;,00748;,005764;,004986;,002501;,003783;,013393;,002783;,00178;,0;,028457;,002422;,017745;,013856;,009848;,015849;,018527;,020387;,012934;,010354;,007472;,012989;,270846;,039097;,004841;,00933;,014759;,0208;,01716;,036071;,026654;,029759;,022524;,049501;,02546;,019465;,022487;,079654;,075305;,049153;,218809;,344771;,022348;,028735;,032476;,021677;,023408;,027627;,038091;,061954;,023081;,022907;,027162;,042652;,032817;,020988;,021021;,020583;,061659;,41005;,022494;,021422;,100085;,954371;,869753;,767466;,733976;,759859;,694528;,933294;,772026;,485947;,135025;,544194;1,0;,573717;,670788;,683597;,6178;,001055;,00107;,000851;,000131;,004546;,001033;,007176;,008848;,006222;,0063;,001164;,008063;,002411;,000869;,002049;,004226;,003748;,016936;,004933;,00365;,002001;,002911;,001866;,003153;,006297;,004328;,006763;,003547;,004366;,006159;,004223;,019479;,014803;,010033;,015329;,011377;,001866;,005844;,00151;,001737;,004622;,005175;,002479;,002821;,002178;,001175;,00085;,001459;,001916;,001255;,001213;,221023;,001073;,010165;,00304;,040735;,006507;,0062;,010875;,007605;,03711;,002016;,00401;,041127;,000187;,009434;,002493;,0;,009362;,009227;,00005;,001438;,001463;,000818;,005321;,004438;,002367;,000363;,074135;,001269;,001779;,036486;,007956;,005657;,036258;,00007;,049502;,025523;,005651;,004814;,001092;,02319;,0;,0;,006433;,000066;,015226;,02822;,027528;,010967;,011509;,034947;,023774;,091818;,016172;,029475;,2315;,007447;,03738;,01692;,007405;,010887;,010993;,011282;,005816;,119104;,049727;,315062;,274707;,663063;,007465;,221122;,017757;,036555;,008437;,07156;,011442;,009735;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,001167;,0;,0;,0;
Alicia Keys;,060393;,052551;,211469;,04098;,265348;,21359;,027382;,006329;,005878;,016748;,0;,125897;,019427;,018443;,038904;,077583;,085136;,296736;,130607;,237548;,102681;,069969;,455063;,5891;,136701;,021468;,072342;,090779;,114714;,080491;,100248;,146165;,019536;,03328;,192265;,03299;,015601;,015186;,227438;,055358;,033563;,038665;,442755;,018499;,019288;,027838;,034076;,018971;,016598;,027076;,054168;,012534;,012329;,016136;,021544;,035698;,011472;,013387;,013234;,029336;,493738;,014187;,011356;,059683;,456862;,628375;,608743;,606289;,661248;,736721;,653994;,55683;,393929;,069476;,606694;,573717;1,0;,826644;,656142;,780568;,0;,000984;,001109;,0;,0;,001077;,001376;,000081;,003574;,000094;,0;,001136;,001244;,000849;,0;,000905;,000993;,065069;,002763;,003358;,039925;,000653;,0;,00591;,011552;,000989;,0032;,160309;,001473;,017814;,015554;,001722;,271575;,0;,0;,001281;,000883;,001942;,000895;,000688;,002142;,014189;,002456;,00357;,000977;,000661;,003148;,000576;,059504;,043901;,048193;,040667;,048544;,074187;,051884;,049211;,04771;,054912;,081058;,062782;,153454;,048081;,039654;,075506;,000116;,004164;,002051;,000157;,004516;,034089;,000041;,165613;,005457;,019456;,004665;,034362;,005549;,002568;,008306;,00204;,005242;,029481;,007587;,000119;,160683;,0;,190899;,158928;,010414;,048321;,009578;,019392;,000434;,005602;,054399;,0;,005851;,019635;,0;,033198;,001931;,034158;,010873;,059049;,009486;,040587;,145145;,000574;,035343;,010816;,001439;,002777;,368592;,379237;,191374;,504047;,204936;,376065;,784162;,386201;,346099;,700074;,209;,51923;,323926;,566794;,22911;,349007;,007454;,004747;,001454;,0;,003561;,016548;,0;,0;,011818;,0;,0;,0;,002011;,0;,000643;,0;
Erykah Badu;,011695;,008954;,149506;,00698;,16262;,154564;,004342;,001474;,000708;,002813;,0;,025154;,002065;,008979;,005828;,013177;,016148;,219724;,025166;,162327;,016897;,011535;,284706;,50165;,059829;,020678;,011819;,014465;,017563;,012414;,017032;,004179;,230222;,226307;,362122;,219682;,199611;,172368;,409617;,255927;,214776;,256291;,626835;,225049;,218171;,210372;,220235;,221118;,030888;,023393;,038991;,006955;,000333;,048265;,013558;,038472;,000127;,00051;,000613;,026072;,615516;,000541;,002367;,050083;,562843;,681952;,665155;,652081;,687983;,838439;,731435;,609216;,396793;,082042;,616083;,670788;,826644;1,0;,735927;,982962;,000868;,00077;,000534;,000123;,001637;,000648;,00335;,002867;,003431;,003341;,000451;,003221;,002179;,000868;,001542;,002178;,008546;,030554;,01496;,015046;,014252;,006349;,0;,017385;,015703;,008313;,011598;,15559;,011378;,011552;,003973;,015671;,211484;,001888;,000642;,003042;,00335;,003554;,002046;,001695;,002204;,008609;,006426;,005921;,000373;,001686;,002172;,002086;,081743;,086843;,099137;,114906;,102483;,097307;,097228;,106036;,087582;,093828;,116539;,106501;,160118;,085788;,080973;,11965;,000926;,003409;,000352;,0;,004839;,008971;,000142;,143325;,005307;,039723;,002035;,012246;,013694;,002118;,10478;,001302;,00251;,033717;,007485;,001365;,116578;,000131;,10931;,058349;,016357;,0021;,000616;,020986;,000883;,011543;,001755;,000188;,005019;,014527;,0;,005273;,004309;,016684;,005248;,060873;,00212;,012845;,143259;,001861;,021535;,003212;,000878;,000986;,158575;,14958;,005472;,212451;,039565;,203103;,509065;,344548;,138514;,448424;,017611;,258085;,179318;,289285;,0155;,175153;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,000732;,0;,0;,0;
India Arie;,00616;,001875;,07805;,003811;,086415;,083582;,0;,0;,0;,0;,0;,0;,0;,007369;,0;,0;,009437;,145231;,011602;,094611;,014241;,00551;,153677;,492048;,023208;,011203;,017888;,010353;,065598;,048415;,00986;,0;,0;,0;,10079;,0;,027561;,0;,144686;,046828;,014555;,007616;,444922;,0;,0;,0;,0;,0;,015974;,028441;,074594;,004438;,021879;,0;,011446;,000987;,004673;,005695;,040014;,020431;,467858;,024141;,017838;,059825;,532841;,726522;,765408;,741847;,777987;,790252;,773814;,649257;,451374;,02549;,647134;,683597;,656142;,735927;1,0;,685586;,0;,0;,0;,0;,0;,0;,0;,001357;,0;,000791;,0;,0;,0;,0;,0;,0;,0;,003683;,0;,002044;,007366;,0;,0;,002847;,0;,0;,0;,080951;,0;,0;,0;,0;,106437;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,00622;,0;,0;,005894;,0;,006449;,006249;,019259;,0;,0;,031482;,005984;,004897;,0;,0;,00492;,003676;,002147;,112872;,025961;,0;,0;,095706;,097416;,009272;,00648;,007364;,006309;,041232;,01709;,0;,011428;,0;,028871;,005733;,006251;,005939;,0;,025347;,0;,0;,0;,0;,000767;,006255;,0;,0;,0;,016292;,008326;,066357;,0;,010581;,144905;,0;,016302;,001407;,0;,0;,082555;,074002;,0;,061597;,018991;,184344;,313506;,285802;,069772;,30984;,006925;,12025;,092775;,097136;,00188;,099629;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;
Jill Scott;,009586;,008308;,132918;,006508;,141616;,136556;,003214;,001261;,000399;,002646;,0;,023624;,001005;,008391;,005424;,012234;,013041;,198075;,021623;,14476;,015817;,010908;,250157;,457997;,055363;,017976;,011174;,01238;,014637;,011246;,013913;,0;,228868;,225463;,344495;,218845;,198776;,171658;,389065;,252776;,21342;,244216;,592541;,224158;,217004;,208971;,219371;,220243;,030595;,022516;,036042;,006373;,000375;,048077;,01295;,038092;,00012;,00048;,000634;,024971;,579692;,000509;,002167;,047374;,511388;,636492;,626345;,615169;,649807;,78681;,683289;,568453;,374001;,079967;,573146;,6178;,780568;,982962;,685586;1,0;,0;,00039;,00044;,0;,0;,000427;,000525;,000044;,000095;,000101;,0;,000489;,000586;,000384;,0;,000359;,002137;,01764;,005667;,006121;,005161;,00164;,0;,007771;,004335;,002022;,002754;,133272;,002705;,002951;,005357;,005679;,1836;,000286;,00011;,000795;,001151;,000522;,000642;,000626;,000288;,002417;,002284;,001488;,00035;,000547;,000645;,000568;,014204;,016442;,017316;,043755;,018343;,027372;,018608;,023036;,02027;,019752;,033238;,025673;,076897;,018079;,014235;,047332;,004521;,006975;,005627;,005793;,007314;,010401;,003081;,130316;,007305;,012147;,003829;,01173;,010946;,0009;,101628;,005563;,00164;,03172;,006854;,000899;,077408;,000124;,080403;,055489;,007021;,000247;,0;,019694;,000156;,002009;,00074;,000118;,000443;,01102;,0;,000345;,000304;,012803;,003203;,055504;,001095;,009588;,133522;,000206;,019616;,000271;,00031;,000309;,136751;,128342;,0;,185915;,030838;,18;,473394;,301933;,115556;,410357;,008737;,226517;,152482;,260661;,007465;,151545;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,000787;,0;,000692;,0;
